,pm25,t2m,d2m,u10,v10
2016/6/22 8:00,30,298.3691496,292.7175519,0.668019651,-0.025672444
2016/6/22 14:00,83,305.5994935,293.9202042,2.689876628,3.027373585
2016/6/22 20:00,36,302.5375367,293.9093695,0.806701705,3.395489063
2016/6/23 2:00,52,297.9732518,291.171144,1.069914581,-1.685004522
2016/6/23 8:00,138,296.6428269,285.9566959,1.005526485,-1.518446331
2016/6/23 14:00,103,302.3333367,286.652087,2.251896061,-1.29501461
2016/6/23 20:00,102,299.6172695,286.1428558,0.222255909,-1.264390402
2016/6/24 2:00,53,294.0403198,279.9473745,0.907529218,-3.137466952
2016/6/24 8:00,9,297.7117509,281.2219298,1.43820034,-2.594980984
2016/6/24 14:00,6,304.1669686,278.4482453,2.475839275,-4.308374165
2016/6/24 20:00,8,299.8360551,280.1709634,1.423341549,-2.525607779
2016/6/25 2:00,8,294.0153157,279.6459727,2.53987359,-2.40186098
2016/6/25 8:00,12,298.7244158,281.4011949,2.328666484,-3.200902811
2016/6/25 14:00,23,307.9467507,281.0328149,-0.203696112,-2.032183042
2016/6/25 20:00,24,302.6365111,283.7542958,1.254941913,2.695194677
2016/6/26 2:00,48,296.9407921,283.8311238,2.579850815,-0.084108432
2016/6/26 8:00,40,299.1994932,285.1312884,1.061423843,-0.936586381
2016/6/26 14:00,41,307.9248722,282.8786547,2.237744831,4.442961968
2016/6/26 20:00,44,303.3585037,282.9712422,0.521908202,3.801103571
2016/6/27 2:00,46,296.87724,286.3398505,0.658821352,2.900814358
2016/6/27 8:00,70,298.3597731,287.5582623,0.820145373,2.025212007
2016/6/27 14:00,86,300.7122395,288.965789,1.595632773,2.850815652
2016/6/27 20:00,57,297.6773703,287.3947568,-0.294971545,1.977088252
2016/6/28 2:00,67,293.8642495,290.2117801,-0.889676983,1.9017777
2016/6/28 8:00,18,294.2090973,288.8141031,-0.477522411,3.849227326
2016/6/28 14:00,69,295.2436407,291.5848327,0.485115005,2.175520619
2016/6/28 20:00,125,293.001609,292.6860328,-1.253717373,1.115235545
2016/6/29 2:00,97,292.3181644,290.4767379,0.228977743,-1.756877663
2016/6/29 8:00,124,295.2696866,291.4518614,0.224024812,-1.584694617
2016/6/29 14:00,122,302.7375692,290.8510277,3.113705964,1.721157372
2016/6/29 20:00,146,298.1972466,290.1487418,-0.227753203,1.943339125
2016/6/30 2:00,70,294.6675053,291.1475046,2.063684703,-1.154393247
2016/6/30 8:00,87,294.8748307,292.201426,-0.18848354,-1.17439273
2016/6/30 14:00,65,302.4218928,289.6119314,1.03595163,-1.831875723
2016/6/30 20:00,88,299.4630777,290.1960205,-2.246779933,-1.111269363
2016/7/1 2:00,12,294.3309921,287.2568605,-0.36820416,-2.790600924
2016/7/1 8:00,16,297.495049,285.5321725,-2.766837633,-4.172440181
2016/7/1 14:00,9,303.2772404,284.1699545,-1.491811817,0.276194748
2016/7/1 20:00,34,298.5785587,286.6767113,0.192538326,2.283642822
2016/7/2 2:00,41,293.8350781,289.6542853,1.687615768,0.832117868
2016/7/2 8:00,120,297.0699798,289.6237511,0.28416754,0.406503877
2016/7/2 14:00,29,305.4202977,285.8178147,0.018478198,2.262393372
2016/7/2 20:00,26,302.1968562,287.6173607,-0.467970331,2.577072732
2016/7/3 2:00,77,295.9083323,290.068959,-1.832502677,2.259268453
2016/7/3 8:00,96,298.8233903,291.3484392,-0.897106379,0.529313201
2016/7/3 14:00,77,301.3946422,295.1533906,0.443368876,2.456138361
2016/7/3 20:00,99,297.8544825,295.3878142,-0.94981971,0.938990104
2016/7/4 2:00,142,295.3196948,292.9401558,-1.920240303,0.629310614
2016/7/4 8:00,191,296.4157066,293.4070331,-1.248764442,0.548062716
2016/7/4 14:00,113,300.5861773,297.4611828,-1.025882571,2.319891885
2016/7/4 20:00,117,298.2535058,294.9071473,-1.499594993,1.575223647
2016/7/5 2:00,126,294.5977022,292.7323265,-1.77731288,-0.600970063
2016/7/5 8:00,136,296.3865352,293.0504728,-0.348392438,-0.889400102
2016/7/5 14:00,83,303.6512597,291.6271866,-0.329995839,2.002087605
2016/7/5 20:00,85,300.1319366,290.7889744,-0.020437685,2.287080233
2016/7/6 2:00,65,295.0967418,291.3208599,2.256848992,0.733682915
2016/7/6 8:00,78,297.7586336,292.091109,0.022369786,-0.066608885
2016/7/6 14:00,68,304.7472715,290.2610288,0.053502492,4.215780345
2016/7/6 20:00,65,300.205907,291.1169705,-0.341670604,2.967375137
2016/7/7 2:00,106,296.1333689,290.7929143,0.965903041,2.167083337
2016/7/7 8:00,124,298.1180671,291.9285884,-0.705357213,1.189921113
2016/7/7 14:00,117,305.100454,290.0147855,1.555655549,3.622983178
2016/7/7 20:00,139,301.0758403,291.1366699,-0.684484149,1.852091485
2016/7/8 2:00,84,297.3481501,292.5008578,-1.626956062,0.811493402
2016/7/8 8:00,89,298.4472874,293.4060482,-1.319520592,1.251169529
2016/7/8 14:00,167,302.8677988,296.2634554,1.485606961,2.645508462
2016/7/8 20:00,140,300.4913702,296.8859585,-0.539434042,2.494887358
2016/7/9 2:00,81,297.3137695,295.1455108,-0.089424931,1.704282808
2016/7/9 8:00,112,299.5797634,295.762104,-0.441436775,-0.290978081
2016/7/9 14:00,108,306.175629,296.7165431,2.224654944,2.422076742
2016/7/9 20:00,115,302.8719661,295.2351434,0.929109844,2.754568141
2016/7/10 2:00,143,298.2639242,294.2708546,1.828066725,1.467413935
2016/7/10 8:00,176,299.6516501,294.8194847,1.044442368,1.673033617
2016/7/10 14:00,81,307.5258489,293.6453967,1.718748474,3.840790044
2016/7/10 20:00,90,303.8596269,293.5203051,0.36482955,2.633633769
2016/7/11 2:00,113,298.9921677,293.9389187,1.207181512,2.048961393
2016/7/11 8:00,145,300.7966282,294.5436922,1.138901827,2.000525146
2016/7/12 20:00,3,299.3932747,294.9091173,-0.672809384,-0.772840617
2016/7/13 2:00,16,295.5082672,294.2225909,-0.536250016,-2.318425638
2016/7/13 8:00,33,298.4056139,293.8069323,0.716487614,-1.335638559
2016/7/13 14:00,17,306.8496971,289.4218316,-1.865050506,-0.113482672
2016/7/13 20:00,24,302.9792753,291.1425798,0.060931887,2.410202049
2016/7/14 2:00,30,298.1941211,292.0467852,1.635256217,1.213045515
2016/7/14 8:00,24,299.1005187,292.1649819,-2.268006778,-0.136919566
2016/7/14 14:00,33,302.36355,290.8973214,-1.367634774,3.872351728
2016/7/14 20:00,35,297.8284366,292.3117429,0.749035443,0.514938573
2016/7/15 2:00,74,294.2695238,293.2563322,-0.579411267,-1.289702248
2016/7/15 8:00,20,293.587121,291.6025623,0.229331524,-0.685655372
2016/7/15 14:00,38,296.0406455,291.0953011,-1.509854635,2.697069628
2016/7/15 20:00,37,293.9455127,291.5119447,-0.228106984,0.171197464
2016/7/16 2:00,37,293.2089344,290.8145837,-0.932484454,-1.21345422
2016/7/16 8:00,30,294.9373409,290.0748688,-1.847715249,0.166822577
2016/7/16 14:00,51,299.2682544,288.3235865,0.822975619,1.897715305
2016/7/16 20:00,54,296.3031882,290.6097093,0.333696844,1.03773755
2016/7/17 2:00,53,294.3476615,291.391778,0.813069758,0.481814429
2016/7/17 8:00,64,296.0521057,291.4735308,-0.63743131,0.148698046
2016/7/17 14:00,116,302.0364134,290.5338663,1.143854758,1.768968635
2016/7/17 20:00,93,299.9298204,290.9002764,0.030506743,2.3695781
2016/7/18 2:00,127,295.3186529,291.9502578,0.815192443,1.716469993
2016/7/18 8:00,102,297.8034325,292.4348646,-1.041095143,0.878679164
2016/7/18 14:00,93,302.5458714,291.7739476,-0.774344459,3.277054626
2016/7/18 20:00,114,298.8702729,293.3420249,-0.543325631,1.849904042
2016/7/19 2:00,81,296.7303411,293.6207723,-1.203480507,0.885553986
2016/7/19 8:00,183,296.0166833,294.2117562,-1.976845222,0.594624011
2016/7/19 14:00,93,298.3212252,296.206327,-2.822734991,-0.451911418
2016/7/19 20:00,114,296.3552801,294.7672811,-2.888891991,-0.770340682
2016/7/20 2:00,103,294.6904257,293.4789362,-3.664025611,-4.176190084
2016/7/20 8:00,58,294.3080717,293.3410399,-8.872032005,-5.575528888
2016/7/20 14:00,6,294.7675215,293.5665988,-8.780402792,-1.815313652
2016/7/20 20:00,7,295.6509987,294.8588836,-2.466831559,0.330568342
2016/7/21 2:00,7,295.6916303,295.2164289,-1.354544886,-0.304102742
2016/7/21 8:00,12,296.5480198,295.5513198,-0.900644186,0.416503619
2016/7/21 14:00,40,299.0650963,296.6259255,-1.074704314,1.169296647
2016/7/21 20:00,55,297.6044418,296.4102164,-1.254071154,0.753369905
2016/7/22 2:00,99,296.1094067,295.763089,0.431340331,-0.730029224
2016/7/22 8:00,96,297.1470757,296.4663599,0.890901523,0.057762898
2016/7/22 14:00,103,303.8137861,296.426961,0.519431737,2.154896153
2016/7/22 20:00,48,301.4363157,297.3853399,-0.679531219,1.970838414
2016/7/23 2:00,133,298.2764262,297.1844053,2.191753334,1.558661575
2016/7/23 8:00,122,300.2027815,298.3151546,1.029937357,0.026826198
2016/7/26 2:00,3,296.8918258,292.3767512,-0.479645096,-3.218714851
2016/7/26 8:00,6,297.6169438,292.4368345,-0.473984604,-3.077156012
2016/7/26 14:00,17,303.9513085,292.4003905,0.755403496,-0.225979762
2016/7/26 20:00,49,300.1579826,294.6027906,0.325206106,2.880814876
2016/7/27 2:00,64,296.3782005,293.9379337,2.104369489,0.210258954
2016/7/27 8:00,47,298.557722,294.5909709,1.17321856,-0.523472067
2016/7/27 14:00,100,306.2152188,296.8770937,2.527491264,2.371140559
2016/7/29 14:00,145,305.0389856,297.9438197,-0.279405192,2.49519985
2016/7/29 20:00,129,302.0176603,298.1004304,-0.75134871,1.764281256
2016/7/30 8:00,202,299.1682381,297.6631023,-0.856775373,-0.530034397
2016/7/30 14:00,240,300.9935353,298.11619,-1.170578897,0.86492952
2016/7/30 20:00,54,298.2420456,295.2706024,-1.407611998,1.143359818
2016/7/31 2:00,26,297.151243,294.7771309,-1.200650261,-0.636281649
2016/7/31 8:00,72,297.5127602,295.8162776,-1.372587704,-0.57940812
2016/7/31 14:00,62,301.9134767,296.7480622,-0.515376951,1.282106229
2016/7/31 20:00,105,300.2215346,297.3932197,-0.741089069,-0.410037501
2016/8/1 2:00,67,298.2910119,297.0435542,0.186170272,-1.038458746
2016/8/1 8:00,70,298.551471,296.4368107,-1.675424025,-1.991559093
2016/8/1 14:00,75,301.9228532,296.9342221,-1.837101827,0.134010926
2016/8/1 20:00,115,300.3413457,296.4180962,-1.423532132,1.075861564
2016/8/2 2:00,187,296.8970349,295.174075,0.303625481,-0.530346889
2016/8/2 8:00,45,299.4328645,295.6951259,-0.334241208,-1.864999867
2016/8/2 14:00,18,304.7441459,293.7104049,-2.44843496,-0.021297557
2016/8/2 20:00,38,301.2091954,296.2073119,-1.073996753,1.852403977
2016/8/3 2:00,76,296.7866003,295.2794672,0.943261074,1.595223129
2016/8/3 8:00,128,299.9069,295.5936736,0.329451475,-0.959085799
2016/8/3 14:00,28,305.7068027,295.6350425,-0.872695507,1.622097434
2016/8/3 20:00,47,302.2343623,296.6663094,-0.598161646,2.352078552
2016/8/4 2:00,89,297.9367876,295.7236901,1.204705047,1.511787788
2016/8/4 8:00,101,299.741248,295.8458268,-0.006286455,0.657434887
2016/8/4 14:00,132,305.1660896,296.3097491,-1.717877715,1.955838802
2016/8/4 20:00,109,301.9843216,296.4742397,-0.702173186,1.768031159
2016/8/5 2:00,44,298.5993955,296.3412683,-0.631417037,0.776494307
2016/8/5 8:00,81,299.5130859,296.1423037,-1.077888341,0.482439413
2016/8/5 14:00,51,304.5826613,295.7128554,-0.118788733,1.120547908
2016/8/5 20:00,79,301.6103024,296.9854408,-0.091547615,1.589910767
2016/8/6 2:00,113,299.0484269,296.8357248,1.156590865,1.889590515
2016/8/6 8:00,131,300.0433806,297.2789628,0.769908507,1.263981698
2016/8/6 14:00,96,305.7474343,296.0979799,1.122627913,2.282080363
2016/8/6 20:00,99,300.5340855,296.5500826,-0.201219647,2.174583143
2016/8/7 2:00,21,298.0513896,296.4801495,-0.293556422,-0.351601513
2016/8/7 8:00,27,297.3919072,295.2095341,-1.891230281,-2.699978269
2016/8/7 14:00,19,302.4416877,293.631607,-3.487135237,-1.794064201
2016/8/7 20:00,27,299.7370807,294.2058464,-2.38227796,1.038675025
2016/8/8 2:00,54,295.5301457,293.5813734,-1.831087554,-1.129706386
2016/8/8 8:00,58,298.3451874,292.5589712,-2.195127944,-2.444672372
2016/8/8 14:00,22,303.8835892,290.1832159,-2.719077232,0.274632289
2016/8/9 14:00,47,304.2148931,294.0305212,1.349047592,2.511136938
2016/8/9 20:00,47,301.1529362,295.5848089,0.121782176,1.935839319
2016/8/10 2:00,75,298.2618405,295.3297008,1.256357036,1.855216404
2016/8/10 8:00,109,300.187154,295.9817531,2.716410184,2.808629243
2016/8/10 14:00,74,305.4453018,296.3915019,2.558270189,3.728292954
2016/8/10 20:00,94,303.3845496,296.5451577,0.436647042,3.144870545
2016/8/11 2:00,74,300.2413295,296.9923356,0.985714763,2.696132153
2016/8/11 8:00,90,301.2550362,297.2907824,1.74068288,2.849878176
2016/8/11 14:00,81,305.5015609,298.5052544,1.977715981,2.852065619
2016/8/11 20:00,74,302.8646733,298.2205971,0.841725999,1.616785072
2016/8/12 2:00,80,300.0267112,298.5495782,0.974039999,2.061461069
2016/8/12 8:00,125,300.2736264,298.2205971,1.87794981,1.96052618
2016/8/13 2:00,26,297.3752378,295.9157599,0.912482148,-0.507847471
2016/8/13 8:00,26,298.449371,295.875376,1.649053666,-1.678442192
2016/8/13 14:00,33,302.9344763,290.2344345,0.897977138,-1.773752227
2016/8/13 20:00,32,298.017009,291.5050499,1.929248019,0.256195265
2016/8/14 2:00,9,295.1738377,290.7416957,0.93194009,-1.137831176
2016/8/14 8:00,15,296.9480849,291.0293079,0.160698058,-3.614329617
2016/8/14 14:00,16,304.756648,291.6193068,-0.298509353,1.32804254
2016/8/14 20:00,45,300.3611406,294.7643262,0.363060646,2.191145215
2016/8/15 2:00,78,297.462752,292.898787,0.422495812,0.677121878
2016/8/15 8:00,11,293.7694424,291.7493233,0.985360983,0.65306
2016/8/15 14:00,26,298.920281,290.4402939,1.508602709,1.823967213
2016/8/15 20:00,22,295.6270365,291.6311265,0.906114095,1.68990818
2016/8/16 2:00,27,292.047287,290.7623801,0.805286582,-0.950648518
2016/8/16 8:00,18,295.6468314,291.4558012,0.143716583,-0.114107656
2016/8/16 14:00,25,302.9355181,292.9194714,-0.083056877,2.042399063
2016/8/16 20:00,30,298.5848097,294.5722564,0.146193048,2.00615
2016/8/17 2:00,35,296.3323597,293.9871824,-0.607359946,0.252132871
2016/8/17 8:00,50,297.0126788,294.2245609,-0.680592561,0.115573903
2016/8/17 14:00,79,299.1484432,294.5929409,0.737714459,2.288330201
2016/8/17 20:00,106,297.5335969,295.7246751,-0.223154053,1.082736386
2016/8/18 2:00,138,296.8855747,295.6813362,-0.805830946,0.985863891
2016/8/18 8:00,86,295.8645752,295.7798336,-0.800170454,2.178020554
2016/8/18 14:00,69,296.6386595,296.3658926,0.379688342,1.544911931
2016/8/18 20:00,38,296.6261575,296.5451577,-0.646275828,-0.862838289
2016/8/19 2:00,27,295.5759865,294.4560296,-2.98264389,-4.258375458
2016/8/19 8:00,14,295.859366,292.4998728,-1.71575503,-3.759013375
2016/8/19 14:00,15,302.7063141,293.1529101,-4.158964877,-1.537195846
2016/8/19 20:00,33,297.9940886,294.2836593,-2.186990987,1.930526956
2016/8/20 2:00,50,294.6518777,293.4897709,0.354569909,0.220258695
2016/8/20 8:00,59,297.049143,293.7842779,-1.489335351,-0.803152333
2016/8/20 14:00,60,302.9876099,293.8867151,-0.115958487,1.21710791
2016/8/20 20:00,72,299.2244972,295.0923223,-0.309830337,1.942714141
2016/8/21 2:00,69,295.681212,294.514143,2.433031804,-0.28754067
2016/8/21 8:00,56,298.0045069,295.1277813,-0.49591901,-1.147518425
2016/8/21 14:00,71,305.5974099,294.8431241,-0.539434042,2.684569952
2016/8/21 20:00,58,300.3944794,295.6301176,-0.341670604,2.018962169
2016/8/22 2:00,76,296.7032534,294.9022224,-1.454311057,1.030237744
2016/8/22 8:00,59,298.799428,294.6943931,-0.454880443,0.296819215
2016/8/22 14:00,26,304.2680268,294.1546278,0.561177865,3.212056308
2016/8/22 20:00,38,300.2923794,293.814812,-0.345915973,1.777405917
2016/8/23 2:00,53,296.4396688,293.6247122,1.713795543,2.016149742
2016/8/23 8:00,67,297.628404,293.8453462,1.779244982,2.305517257
2016/8/23 14:00,62,301.0758403,292.9736449,2.438692296,3.294554174
2016/8/23 20:00,96,299.33389,294.8766131,-0.398983085,1.710845139
2016/8/24 2:00,98,297.3544011,295.3878142,1.946583276,0.596498963
2016/8/24 8:00,78,298.6494036,295.9029552,0.471317555,-0.236291996
2016/8/24 14:00,75,303.8075351,296.4072615,-0.051924171,1.886153104
2016/8/24 20:00,94,299.9256531,297.3932197,0.197845037,1.683033358
2016/8/25 2:00,78,297.9815865,295.4616872,0.256572641,-2.105618643
2016/8/25 8:00,12,298.3535221,286.7515693,-2.050431618,-7.147675722
2016/8/25 14:00,4,299.8058419,284.1364654,-2.438529099,-5.160852114
2016/8/25 20:00,9,293.4912721,285.2228909,-2.172132195,-2.165617091
2016/8/26 2:00,18,288.8592679,282.0621119,0.112230096,-2.612793024
2016/8/26 8:00,5,292.4483939,284.1069162,1.810023907,-2.485921305
2016/8/26 14:00,11,300.6966119,280.3127995,-0.173624749,-1.397824451
2016/8/26 20:00,19,292.989107,285.1618225,1.696106506,2.401764767
2016/8/27 2:00,27,289.0405474,284.9736927,1.413789469,-1.234078686
2016/8/27 8:00,17,292.0243666,285.3962462,1.366029068,-2.794038336
2016/8/27 14:00,6,303.0376181,281.6040994,2.139393783,-2.185304081
2016/8/27 20:00,51,294.9602613,283.6843627,1.39539287,-1.48250976
2016/8/28 2:00,14,291.1627679,280.1325494,0.782290833,-2.625605192
2016/8/28 8:00,9,292.8088693,284.5383345,1.13536402,-3.68807771
2016/8/28 14:00,7,302.840711,280.7304281,0.38853286,-0.392850446
2016/8/28 20:00,27,295.4884723,285.0455957,1.120859009,2.604572021
2016/8/29 2:00,27,290.5116203,285.731137,1.199044555,-1.412824063
2016/8/29 8:00,14,293.5694098,285.7252272,0.127796449,-3.594017643
2016/8/29 14:00,15,302.3333367,284.6860805,-2.112343249,-0.003798009
2016/8/29 20:00,25,297.4346225,287.2834548,0.136994748,2.799566977
2016/8/30 2:00,45,293.7913209,287.8035206,2.328666484,-0.783777834
2016/8/30 8:00,18,294.9706796,288.0202147,-0.299924476,-1.366887751
2016/8/30 14:00,26,302.8719661,288.8032684,2.298241339,0.009951635
2016/8/30 20:00,37,297.4710867,289.4957046,1.624289014,2.025524499
2016/8/31 2:00,51,292.2473195,287.7788963,1.321806474,-2.066869645
2016/8/31 8:00,23,294.9029603,285.6533242,2.567822269,-3.462146054
2016/8/31 14:00,8,304.1190442,279.7740192,3.013939793,-4.973981948
2016/8/31 20:00,10,299.0213392,272.5246165,1.535490046,-2.814662802
2016/9/1 2:00,6,294.8935837,273.0062684,1.812854153,-1.772189767
2016/9/1 8:00,4,295.153001,278.4246059,1.619336083,-2.477484024
2016/9/1 14:00,7,297.0501849,282.3054003,1.03630541,-5.987393234
2016/9/1 20:00,13,294.6154134,284.6801706,-0.209002823,-2.337487645
2016/9/2 2:00,17,293.167261,285.2938089,1.214610907,-0.888775118
2016/9/2 8:00,11,294.1059555,286.2324884,1.109891806,-1.80031404
2016/9/2 14:00,10,300.2225764,285.6109703,-0.860313181,-1.846875335
2016/9/2 20:00,10,294.987349,288.7490949,-2.246779933,-0.692530194
2016/9/3 2:00,8,291.3263362,288.8584269,0.480869636,-1.43188607
2016/9/3 8:00,17,294.1007463,289.3272742,0.535705652,-1.399074418
2016/9/3 14:00,21,302.1541409,288.4939869,1.183831982,2.095210196
2016/9/3 20:00,32,297.9451223,289.6838345,-0.194851593,2.18052049
2016/9/4 2:00,62,293.9694749,290.9160359,1.205058827,1.599285524
2016/9/4 8:00,125,294.6237481,291.0499923,-0.544386973,0.674621942
2016/9/4 14:00,60,301.7592849,290.4885576,1.856369185,2.980187305
2016/9/4 20:00,43,294.6393757,292.0753494,-1.363743186,0.364317469
2016/9/5 2:00,31,292.5869582,290.5250016,-0.326811813,-0.552533816
2016/9/5 8:00,36,293.0411988,290.0551694,1.161190014,-2.029370615
2016/9/5 14:00,11,302.1249695,286.4846415,2.840941007,-2.197803758
2016/9/5 20:00,51,296.3375688,288.6259733,1.073452389,2.292080104
2016/9/6 2:00,46,292.5275735,288.2260741,1.868751511,-0.605032458
2016/9/6 8:00,17,293.9830188,288.7215157,1.447044859,-2.434047647
2016/9/6 14:00,12,303.4491434,285.0515055,1.706719928,-1.139706127
2016/9/7 14:00,49,302.2468643,286.4619872,1.190553817,0.281507111
2016/9/7 20:00,22,294.9050439,287.5809167,-0.199450743,2.561135645
2016/9/8 2:00,27,290.4199387,287.9492967,2.381379815,0.535563039
2016/9/8 8:00,31,292.1764747,287.6675943,1.096448138,-2.051245049
2016/9/8 14:00,22,302.5250346,281.7203262,2.266754853,-1.075957776
2016/9/8 20:00,29,295.8499895,284.6496365,0.583819833,2.667070404
2016/9/9 2:00,42,290.4647376,285.9015374,1.639501586,-0.020985065
2016/9/9 8:00,20,293.1922651,286.0167793,1.568745436,-2.678416326
2016/9/9 14:00,10,302.8907192,283.0815592,2.762401681,-1.459072866
2016/9/9 20:00,37,297.513802,285.587331,0.332635502,-1.201267035
2016/9/10 2:00,14,290.9325221,285.4277653,0.569668603,-2.273426802
2016/9/10 8:00,12,292.9651447,284.9441435,0.02413869,-3.71588949
2016/9/10 14:00,12,301.147727,283.5326769,0.644670122,1.323355162
2016/9/10 20:00,24,296.1302434,287.5434877,0.756464839,2.019587153
2016/9/11 2:00,145,292.008739,288.2635031,-1.213386368,-0.604719966
2016/9/11 8:00,34,291.2773699,289.4277414,-2.477798762,-1.310951698
2016/9/11 14:00,23,295.6072416,292.5353319,-1.799954848,1.351166942
2016/9/11 20:00,42,291.8014136,290.4028649,-1.715047469,-0.638781585
2016/9/12 2:00,23,289.552089,288.7550047,-0.219616246,-0.890962562
2016/9/12 8:00,24,291.1711026,288.6821167,-0.708187459,-2.052807509
2016/9/12 20:00,46,293.4329292,290.2590588,-1.00642463,2.824566331
2016/9/13 2:00,62,291.3430056,289.6434506,-1.109728608,1.504912965
2016/9/13 8:00,106,292.2577379,289.9133332,0.031568085,-0.425662097
2016/9/13 14:00,125,300.6684823,288.3265414,1.239021779,1.501788046
2016/9/13 20:00,70,294.8321154,291.2263025,0.030506743,3.120496176
2016/9/14 2:00,94,292.0097809,290.3851354,3.451920359,0.587749189
2016/9/14 8:00,144,292.7817816,290.877622,1.382302982,0.716495859
2016/9/14 14:00,76,301.8707614,289.9369726,1.868043949,2.450825998
2016/9/14 20:00,73,296.0125159,291.0903762,0.411174828,2.704881926
2016/9/15 2:00,50,292.3598379,290.546671,2.277368275,-1.025021594
2016/9/15 8:00,72,293.4683517,290.8983064,0.235345796,-1.876249576
2016/9/15 14:00,50,302.8000794,289.4533507,0.257987764,1.998962686
2016/9/15 20:00,136,296.8220227,291.7887222,-0.79344862,2.681132541
2016/9/16 2:00,197,293.167261,290.7456356,1.969225243,0.909615864
2016/9/16 8:00,168,294.2559799,291.4587562,0.872151143,-0.066296393
2016/9/16 14:00,195,302.9136396,292.347202,0.68146332,1.228670111
2016/9/16 20:00,49,296.1271179,291.4745157,-1.853375741,1.317730307
2016/9/17 2:00,73,293.1766375,291.3720785,-2.783111548,-1.28688982
2016/9/17 8:00,42,291.9503962,289.8867389,-2.295601677,-1.781877017
2016/9/17 14:00,18,293.9392617,290.3821805,-2.828395483,-1.420011377
2016/9/17 20:00,35,292.2619052,290.6244839,-0.730475646,-1.193142245
2016/9/18 2:00,30,290.125099,290.0591093,-0.333533647,-1.500634291
2016/9/18 8:00,21,290.2240734,289.1765733,-0.745334438,-0.995334862
2016/9/18 14:00,23,292.9213876,287.9424019,-1.130601673,-0.233479568
2016/9/18 20:00,28,289.5531309,287.7227528,-0.725168935,-1.736253197
2016/9/19 2:00,15,286.3401077,284.7353291,0.649976833,-3.46152107
2016/9/19 8:00,7,287.8820254,284.2438275,0.455397422,-3.404335049
2016/9/19 14:00,11,296.2490128,280.920528,-0.036357818,-1.861874947
2016/9/19 20:00,58,290.303253,281.5223466,0.950690469,0.62368576
2016/9/20 2:00,26,284.5596095,282.7328786,1.373104683,-2.299051139
2016/9/20 8:00,19,287.9559958,283.7641456,-0.002748647,-1.104707033
2016/9/20 14:00,15,297.9367876,280.5176739,0.310347315,2.204269876
2016/9/20 20:00,28,290.8293803,283.7385363,-0.286834588,2.951125557
2016/9/21 2:00,48,287.8695234,282.9692722,1.69327626,2.478325287
2016/9/21 8:00,56,288.8728118,284.9214891,0.14265524,1.145234769
2016/9/21 14:00,89,294.6060369,286.6757263,0.086404101,2.207082303
2016/9/21 20:00,94,291.7889116,287.0716856,-1.256547619,0.311193843
2016/9/22 2:00,96,288.6269384,286.0108694,-0.70394209,-0.638781585
2016/9/22 8:00,87,290.143852,286.9564437,-0.815383026,-1.42219882
2016/9/22 14:00,110,297.0012186,287.0835052,0.882057004,2.860502901
2016/9/22 20:00,154,292.600502,289.6424656,0.280275951,2.680820049
2016/9/23 2:00,102,291.1190108,288.9017658,1.098217041,-1.289389756
2016/9/23 8:00,150,290.3865999,288.9313149,-0.175747433,-0.127232317
2016/9/23 14:00,143,298.2410038,289.3036348,0.204213091,1.986463009
2016/9/23 20:00,134,293.6485894,290.0719139,-0.241196872,3.35924
2016/9/24 2:00,127,290.9210619,288.598394,1.095740576,1.03461263
2016/9/24 8:00,37,291.3950974,288.8495622,1.079466662,1.17148409
2016/9/24 14:00,153,300.1944468,290.8608774,1.280767907,3.09830925
2016/9/24 20:00,213,295.0415245,290.8874717,0.390301764,2.398639848
2016/9/25 2:00,248,290.6960253,289.371598,-0.611605315,-1.735003229
2016/9/25 8:00,160,292.1368849,289.4021321,-1.642522415,-2.501233409
2016/9/25 14:00,163,298.2045395,290.0837336,-1.990996452,2.289580169
2016/9/25 20:00,143,294.3070299,290.4521136,-2.132862532,0.983051464
2016/9/26 2:00,83,292.3212899,290.5496259,-2.102791169,0.014951506
2016/9/26 8:00,38,291.3940556,290.6363035,-1.746533955,0.537750483
2016/9/26 14:00,62,294.325783,292.0595898,0.853046983,1.509912836
2016/9/26 20:00,119,291.7066065,290.9002764,-0.439667871,2.393327485
2016/9/27 2:00,108,290.4459846,288.2940373,1.395746651,-1.827500837
2016/9/27 8:00,13,287.4027807,277.3224209,1.668865388,-6.70237474
2016/9/27 14:00,11,291.4190597,277.0052595,0.636533165,-7.753910041
2016/9/27 20:00,13,287.4642491,275.7090348,-0.854652689,-3.255276405
2016/9/28 2:00,9,283.8980434,275.408618,-0.972107897,-2.074681943
2016/9/28 8:00,15,284.5866972,275.8942098,-0.243673337,-3.481833045
2016/9/28 14:00,12,291.887886,273.276151,0.220133224,-0.925336672
2016/9/28 20:00,36,287.5080062,276.4290502,0.093125936,2.038961651
2016/9/29 2:00,58,281.0736252,276.8210695,1.839387709,-1.420948853
2016/9/29 8:00,26,283.5198569,278.4827193,1.64586964,0.665247185
2016/9/29 14:00,53,293.975726,277.9715182,1.421572645,3.355490097
2016/9/29 20:00,86,289.3885207,280.4516807,0.545257732,3.110808926
2016/9/30 2:00,115,286.4255383,281.4642332,0.40233031,-0.893774989
2016/9/30 8:00,78,286.8172687,282.4078375,0.187939176,-0.456286305
2016/9/30 14:00,113,297.1366573,282.7466683,0.146900609,2.202394924
2016/9/30 20:00,149,291.0304547,283.7158819,-0.025744396,2.668632864
